,rating,name,link,area_genre,price(dinner),price(lunch),holiday
324,3.54,ニシキヤ洋菓子店,https://tabelog.com/tw/tokyo/A1318/A131814/13012633/,"祖師谷大藏車站 / 咖啡店, 蛋糕, 巧克力",- JPY 999,"JPY 1,000 - JPY 1,999","星期三, 星期四"
325,3.54,Cafe 椿,https://tabelog.com/tw/tokyo/A1303/A130302/13098102/,"廣尾車站 / 咖啡店, 蛋糕, 日式點心",-,"JPY 1,000 - JPY 1,999",-
326,3.54,グーテ・ルブレ 入谷店,https://tabelog.com/tw/tokyo/A1311/A131104/13261228/,"入谷車站 / 麵包, 三明治, 蛋糕",- JPY 999,-,-
327,3.54,キャロリーヌ,https://tabelog.com/tw/tokyo/A1321/A132102/13003803/,"練馬春日町車站 / 蛋糕, 巧克力","JPY 1,000 - JPY 1,999",-,星期三
328,3.54,アンデルセン,https://tabelog.com/tw/tokyo/A1321/A132101/13016934/,江古田車站 / 蛋糕,"JPY 1,000 - JPY 1,999",- JPY 999,-
329,3.54,Patisserie De bonne augure,https://tabelog.com/tw/tokyo/A1311/A131101/13277548/,湯島車站 / 蛋糕,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期三
330,3.54,パティスリープラネッツ 大泉学園本店,https://tabelog.com/tw/tokyo/A1321/A132103/13005576/,"大泉學園車站 / 蛋糕, 巧克力",-,-,星期三
331,3.54,Maison du CREER,https://tabelog.com/tw/tokyo/A1316/A131602/13265434/,"白金台車站 / 西式甜點, 蛋糕, 馬卡龍","JPY 4,000 - JPY 4,999",-,"星期三, 星期四"
332,3.54,TiTRE,https://tabelog.com/tw/tokyo/A1318/A131814/13240435/,"祖師谷大藏車站 / 咖啡店, 蛋糕, 西式甜點",-,"JPY 1,000 - JPY 1,999","星期一, 星期二, 星期三, 星期日"
333,3.54,パティスリー サトウ,https://tabelog.com/tw/tokyo/A1317/A131715/13250983/,"九品佛車站 / 蛋糕, 西式甜點, 巧克力",-,-,"星期二, 星期三, 星期四"
334,3.54,roku,https://tabelog.com/tw/tokyo/A1318/A131810/13253421/,"參宮橋車站 / 法式料理, 蛋糕, 西式甜點","JPY 15,000 - JPY 19,999","JPY 8,000 - JPY 9,999",星期三
335,3.54,Hugh Morgan,https://tabelog.com/tw/tokyo/A1302/A130202/13277234/,"三越前車站 / 蛋糕, 馬卡龍, 西式甜點",-,"JPY 4,000 - JPY 4,999",-
336,3.54,French Restaurant ensia,https://tabelog.com/tw/tokyo/A1311/A131102/13261680/,"田原町車站 / 法式料理, 蛋糕, 西式甜點","JPY 15,000 - JPY 19,999","JPY 3,000 - JPY 3,999",-
337,3.54,Hills House Dining 33 Pâtisserie à la Maison,https://tabelog.com/tw/tokyo/A1307/A130704/13291586/,"六本木一丁目車站 / 蛋糕, 西式甜點, 甜食","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
338,3.53,キル フェ ボン グランメゾン銀座,https://tabelog.com/tw/tokyo/A1301/A130101/13125583/,"銀座一丁目車站 / 蛋糕, 咖啡店, 巧克力",-,"JPY 3,000 - JPY 3,999","節假日, 節假日前, 節假日後"
339,3.53,ピエール・エルメ・パリ 伊勢丹新宿,https://tabelog.com/tw/tokyo/A1304/A130401/13025129/,"新宿三丁目車站 / 蛋糕, 馬卡龍, 西式甜點","JPY 1,000 - JPY 1,999",-,-
340,3.53,和栗モンブラン専門店 栗りん 日本橋コレド室町店,https://tabelog.com/tw/tokyo/A1302/A130202/13274597/,三越前車站 / 蛋糕,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
341,3.53,村上開新堂,https://tabelog.com/tw/tokyo/A1308/A130803/13053861/,半藏門車站 / 蛋糕,"JPY 8,000 - JPY 9,999",-,"星期日, 節假日"
342,3.53,LE SALON DE NINA'S 日比谷店,https://tabelog.com/tw/tokyo/A1301/A130102/13279760/,"日比谷車站 / 咖啡店, 蛋糕, 西式甜點","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
343,3.53,Lily cakes,https://tabelog.com/tw/tokyo/A1314/A131404/13185738/,"天王洲Isle車站 / 蛋糕, 咖啡店, 西式甜點",- JPY 999,- JPY 999,-
344,3.53,チカリシャス ニューヨーク アマリージュ 神楽坂,https://tabelog.com/tw/tokyo/A1309/A130905/13248052/,"飯田橋車站 / 蛋糕, 西式甜點",- JPY 999,- JPY 999,-
345,3.53,こぐま,https://tabelog.com/tw/tokyo/A1312/A131203/13039956/,"曳舟車站 / 咖啡店, 咖喱, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999","星期二, 星期三"
346,3.53,フィーカファブリーケン,https://tabelog.com/tw/tokyo/A1318/A131813/13213185/,"豪德寺車站 / 西式甜點, 咖啡店, 蛋糕",- JPY 999,- JPY 999,-
347,3.53,パティスリー１９０４,https://tabelog.com/tw/tokyo/A1317/A131705/13018913/,"池尻大橋車站 / 蛋糕, 巧克力",-,- JPY 999,星期二
348,3.53,デカダンス ドュ ショコラ 茗荷谷ファクトリー店,https://tabelog.com/tw/tokyo/A1323/A132302/13114639/,"茗荷谷車站 / 巧克力, 蛋糕, 軟冰淇淋",- JPY 999,- JPY 999,-
349,3.53,パティシエ ジュン ホンマ 高円寺,https://tabelog.com/tw/tokyo/A1319/A131904/13168722/,高圓寺車站 / 蛋糕,- JPY 999,-,-
350,3.53,Chocolaterie&Bar ROND-POINT by Hirofumi Tanakamaru,https://tabelog.com/tw/tokyo/A1319/A131903/13263292/,"中野坂上車站 / 巧克力, 蛋糕, 酒吧",-,"JPY 2,000 - JPY 2,999",星期一
351,3.53,パティスリーエドモント,https://tabelog.com/tw/tokyo/A1309/A130905/13041576/,"飯田橋車站 / 麵包, 蛋糕",- JPY 999,- JPY 999,-
352,3.53,ザ・ベイク,https://tabelog.com/tw/tokyo/A1303/A130301/13150985/,"澀谷車站 / 蛋糕, 咖啡店, 麵包",- JPY 999,- JPY 999,-
353,3.53,ローザー洋菓子店,https://tabelog.com/tw/tokyo/A1308/A130803/13006394/,"半藏門車站 / 蛋糕, 西式甜點",-,-,"星期六, 星期日, 節假日"
354,3.53,ル・ププラン,https://tabelog.com/tw/tokyo/A1327/A132702/13005957/,聖蹟櫻丘車站 / 蛋糕,-,"JPY 1,000 - JPY 1,999","星期二, 星期三"
355,3.53,テラサワ・ケーキ・パンショップ,https://tabelog.com/tw/tokyo/A1311/A131102/13048793/,"淺草車站 / 麵包, 蛋糕",-,-,"星期三, 星期日"
356,3.53,チーズケーキと彩りカレー Luna piena,https://tabelog.com/tw/tokyo/A1309/A130901/13273957/,"千駄谷車站 / 咖喱, 蛋糕, 意式冰淇淋/冰淇淋","JPY 2,000 - JPY 2,999","JPY 1,000 - JPY 1,999",星期一
357,3.53,パティスリー・ヒロヤ・ミナミサワ,https://tabelog.com/tw/tokyo/A1319/A131907/13200798/,"西荻窪車站 / 蛋糕, 西式甜點","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999","星期三, 星期四"
358,3.53,シヅカ洋菓子店 自然菓子研究所 丸の内店,https://tabelog.com/tw/tokyo/A1301/A130102/13305556/,"有樂町車站 / 蛋糕, 西式甜點, 麵包",-,-,-
359,3.53,パティスリーパダクシオン,https://tabelog.com/tw/tokyo/A1305/A130501/13230673/,池袋車站 / 蛋糕,- JPY 999,- JPY 999,"星期一, 星期二, 星期三, 星期四, 星期日, 節假日前, 節假日後"
360,3.53,アトリエ ルル,https://tabelog.com/tw/tokyo/A1317/A131711/13269808/,奧澤車站 / 蛋糕,-,-,-
361,3.53,レ・カカオ 虎ノ門店,https://tabelog.com/tw/tokyo/A1307/A130704/13247330/,"虎之門Hills車站 / 巧克力, 蛋糕",-,-,"星期六, 星期日, 節假日"
362,3.52,資生堂パーラー 銀座本店サロン・ド・カフェ,https://tabelog.com/tw/tokyo/A1301/A130103/13004937/,"新橋車站 / 咖啡店, 蛋糕","JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999",星期一
363,3.52,ラ・メゾン・ジュヴォー 広尾店,https://tabelog.com/tw/tokyo/A1307/A130703/13032043/,"廣尾車站 / 蛋糕, 麵包, 咖啡店","JPY 1,000 - JPY 1,999","JPY 2,000 - JPY 2,999",-
364,3.52,パティスリー・サダハルアオキ・パリ 新宿伊勢丹店,https://tabelog.com/tw/tokyo/A1304/A130401/13032302/,"新宿三丁目車站 / 蛋糕, 馬卡龍, 麵包",- JPY 999,-,-
365,3.52,サンデーブランチ 下北沢店,https://tabelog.com/tw/tokyo/A1318/A131802/13004596/,"下北澤車站 / 咖啡店, 蛋糕, 鬆餅","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
366,3.52,茶房 HISAYA LOUNGE 東京麻布十番店,https://tabelog.com/tw/tokyo/A1307/A130702/13263500/,"麻布十番車站 / 蛋糕, 咖啡店","JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999",-
367,3.52,代官山パンケーキカフェClover's,https://tabelog.com/tw/tokyo/A1303/A130303/13049570/,"代官山車站 / 咖啡店, 蛋糕, 鬆餅","JPY 1,000 - JPY 1,999",- JPY 999,星期三
368,3.52,プリンセスタルト 中目黒,https://tabelog.com/tw/tokyo/A1317/A131701/13301075/,"中目黑車站 / 蛋糕, 西式甜點","JPY 1,000 - JPY 1,999",-,-
369,3.52,多根果実店,https://tabelog.com/tw/tokyo/A1325/A132502/13058915/,"國分寺車站 / 蛋糕, 水果聖代","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期一
370,3.52,エクラデジュール 豊洲ベイサイドクロス店,https://tabelog.com/tw/tokyo/A1313/A131307/13247873/,"豐洲車站 / 蛋糕, 西式甜點, 咖啡店","JPY 1,000 - JPY 1,999","JPY 2,000 - JPY 2,999","星期一, 星期二"
371,3.52,ヘンテコ 森の洋菓子店,https://tabelog.com/tw/tokyo/A1317/A131702/13219549/,"學藝大學車站 / 西式甜點, 咖啡店, 蛋糕",-,"JPY 2,000 - JPY 2,999","星期一, 星期二"
372,3.52,CAFFE STRADA,https://tabelog.com/tw/tokyo/A1319/A131906/13032542/,"荻窪車站 / 咖啡店, 蛋糕, 西式料理","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期一
373,3.52,LENOTRE 東京,https://tabelog.com/tw/tokyo/A1302/A130201/13286923/,"二重橋前車站 / 蛋糕, 西式甜點, 咖啡店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
374,3.52,Preference,https://tabelog.com/tw/tokyo/A1319/A131902/13286154/,"新中野車站 / 蛋糕, 麵包, 咖啡店","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
375,3.52,おかしの家ノア,https://tabelog.com/tw/tokyo/A1321/A132103/13009007/,"上井草車站 / 咖啡店, 蛋糕",-,"JPY 1,000 - JPY 1,999","星期二, 星期三"
376,3.52,BUTTER STATE's 大丸東京店,https://tabelog.com/tw/tokyo/A1302/A130201/13257773/,"東京車站 / 西式甜點, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
377,3.52,アブルーム,https://tabelog.com/tw/tokyo/A1321/A132103/13132732/,石神井公園車站 / 蛋糕,"JPY 1,000 - JPY 1,999",-,星期三
378,3.52,アフターアワーズ,https://tabelog.com/tw/tokyo/A1318/A131810/13122520/,"代代木公園車站 / 蛋糕, 咖啡店",-,"JPY 1,000 - JPY 1,999",-
379,3.52,道灌山ベイクショップ,https://tabelog.com/tw/tokyo/A1311/A131105/13248603/,"西日暮里車站 / 西式甜點, 蛋糕",-,-,-
380,3.52,メゾン ジブレー グランベリーパーク店,https://tabelog.com/tw/tokyo/A1327/A132701/13241212/,南町田Grandberry Park車站 / 蛋糕,-,- JPY 999,-
381,3.52,リヴレーヴ,https://tabelog.com/tw/tokyo/A1318/A131813/13264757/,"千歲船橋車站 / 蛋糕, 西式甜點",-,- JPY 999,"星期二, 星期三"
382,3.52,パレスホテル東京スイーツブティック,https://tabelog.com/tw/tokyo/A1304/A130401/13269599/,新宿三丁目車站 / 蛋糕,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
383,3.52,GURA,https://tabelog.com/tw/tokyo/A1324/A132403/13270288/,"京成金町車站 / 蛋糕, 葡萄酒酒吧, 咖啡店","JPY 5,000 - JPY 5,999","JPY 1,000 - JPY 1,999",星期一
384,3.52,Hohes Lob,https://tabelog.com/tw/tokyo/A1327/A132703/13096852/,稻城車站 / 蛋糕,- JPY 999,-,"星期二, 星期三, 星期四"
385,3.51,銀座メゾン アンリ・シャルパンティエ,https://tabelog.com/tw/tokyo/A1301/A130101/13002449/,"銀座一丁目車站 / 咖啡店, 蛋糕, 西式甜點","JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999",-
386,3.51,Sweet Check,https://tabelog.com/tw/tokyo/A1306/A130602/13293970/,"表參道車站 / 咖啡店, 蛋包飯, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
387,3.51,天現寺カフェ,https://tabelog.com/tw/tokyo/A1307/A130703/13044640/,"廣尾車站 / 咖啡店, 蛋糕, 義大利麵","JPY 3,000 - JPY 3,999","JPY 1,000 - JPY 1,999",-
388,3.51,ハティフナット 高円寺のおうち,https://tabelog.com/tw/tokyo/A1319/A131904/13040604/,"高圓寺車站 / 咖啡店, 蛋糕, 甜食",- JPY 999,"JPY 1,000 - JPY 1,999",星期一
389,3.51,サロン ド テ ジャンナッツ,https://tabelog.com/tw/tokyo/A1306/A130602/13141883/,"表參道車站 / 咖啡店, 蛋糕",-,"JPY 1,000 - JPY 1,999",星期二
390,3.51,latte,https://tabelog.com/tw/tokyo/A1318/A131812/13269098/,"世田谷代田車站 / 咖啡店, 義大利料理, 蛋糕","JPY 3,000 - JPY 3,999","JPY 1,000 - JPY 1,999",-
391,3.51,エスタシオン カフェ,https://tabelog.com/tw/tokyo/A1303/A130301/13014168/,"澀谷車站 / 咖啡店, 酒吧, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
392,3.51,野菜倶楽部 オトノハカフェ,https://tabelog.com/tw/tokyo/A1323/A132302/13156987/,"護國寺車站 / 咖啡店, 蛋糕",-,"JPY 1,000 - JPY 1,999",星期一
393,3.51,ルワンジュ東京,https://tabelog.com/tw/tokyo/A1307/A130701/13131306/,"六本木車站 / 蛋糕, 巧克力, 馬卡龍","JPY 5,000 - JPY 5,999","JPY 1,000 - JPY 1,999",-
394,3.51,Klimt,https://tabelog.com/tw/tokyo/A1329/A132901/13016247/,"立川北車站 / 咖啡店, 蛋糕, 咖啡館",- JPY 999,- JPY 999,-
395,3.51,モンブラン,https://tabelog.com/tw/tokyo/A1317/A131703/13280788/,自由丘車站 / 蛋糕,-,-,星期二
396,3.51,カフェ・フェリーチェ,https://tabelog.com/tw/tokyo/A1321/A132104/13090908/,"都立家政車站 / 咖啡店, 麵包, 蛋糕",-,"JPY 2,000 - JPY 2,999",星期四
397,3.51,ベーカリーカフェクラウン 三鷹店,https://tabelog.com/tw/tokyo/A1320/A132002/13010032/,"三鷹車站 / 麵包, 蛋糕, 咖啡店",- JPY 999,- JPY 999,-
398,3.51,コクテル堂 国分寺店,https://tabelog.com/tw/tokyo/A1325/A132502/13023390/,"國分寺車站 / 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
399,3.51,アルパジョン,https://tabelog.com/tw/tokyo/A1318/A131812/13001526/,"梅丘車站 / 蛋糕, 巧克力, 甜食","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
400,3.51,ル・ラピュタ,https://tabelog.com/tw/tokyo/A1313/A131305/13005071/,"西葛西車站 / 蛋糕, 馬卡龍","JPY 1,000 - JPY 1,999",-,"星期二, 星期三"
401,3.51,UN LIVRE 池尻大橋店,https://tabelog.com/tw/tokyo/A1317/A131705/13269999/,"池尻大橋車站 / 咖啡店, 蛋糕, 西式甜點","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期一
402,3.51,欧風菓子 白鳥,https://tabelog.com/tw/tokyo/A1322/A132203/13042385/,"中板橋車站 / 蛋糕, 咖啡館",- JPY 999,- JPY 999,星期三
403,3.51,フェテカフェ,https://tabelog.com/tw/tokyo/A1317/A131715/13145398/,"九品佛車站 / 咖啡店, 蛋糕",-,"JPY 1,000 - JPY 1,999",-
404,3.51,HIBIKA 日本橋高島屋店,https://tabelog.com/tw/tokyo/A1302/A130202/13226434/,"日本橋車站 / 蛋糕, 西式甜點",-,- JPY 999,-
405,3.51,パティスリー レザネフォール 中野店,https://tabelog.com/tw/tokyo/A1321/A132104/13221152/,"新井藥師前車站 / 蛋糕, 咖啡店",- JPY 999,- JPY 999,-
406,3.51,パティスリー カカオエット パリ 武蔵小山店,https://tabelog.com/tw/tokyo/A1317/A131710/13247930/,"武藏小山車站 / 蛋糕, 咖啡店",-,"JPY 1,000 - JPY 1,999",-
407,3.51,ラ ヴィーニュ アキコ,https://tabelog.com/tw/tokyo/A1305/A130504/13248198/,"西早稻田車站 / 麵包, 蛋糕",-,-,星期日
408,3.51,MICKY,https://tabelog.com/tw/tokyo/A1322/A132204/13095233/,"地鐵赤塚車站 / 蛋糕, 意式冰淇淋/冰淇淋",- JPY 999,- JPY 999,星期四
409,3.51,ジャヌ パティスリー,https://tabelog.com/tw/tokyo/A1307/A130701/13294457/,"六本木一丁目車站 / 甜食, 蛋糕, 咖啡店","JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999",-
410,3.51,Patisserie cafe VIVANT,https://tabelog.com/tw/tokyo/A1325/A132503/13256905/,"矢川車站 / 咖啡店, 蛋糕",-,"JPY 1,000 - JPY 1,999",星期二
411,3.51,MOCHI,https://tabelog.com/tw/tokyo/A1309/A130902/13223894/,"四谷車站 / 麵包, 蛋糕, 咖啡店",-,"JPY 1,000 - JPY 1,999","星期六, 星期日, 節假日"
412,3.51,ブーランジュリートーキョー,https://tabelog.com/tw/tokyo/A1314/A131401/13053680/,"赤羽橋車站 / 麵包, 三明治, 蛋糕",- JPY 999,- JPY 999,-
413,3.50,カフェ&ミール ムジ 新宿,https://tabelog.com/tw/tokyo/A1304/A130401/13053848/,"新宿三丁目車站 / 咖啡店, 有機食材, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
414,3.50,カフェ ウォール,https://tabelog.com/tw/tokyo/A1304/A130401/13171550/,"新宿三丁目車站 / 咖啡店, 蛋糕, 餐酒吧","JPY 2,000 - JPY 2,999","JPY 1,000 - JPY 1,999",-
415,3.50,コマグラ カフェ,https://tabelog.com/tw/tokyo/A1320/A132001/13010784/,"吉祥寺車站 / 咖啡店, 蛋糕, 甜食","JPY 2,000 - JPY 2,999","JPY 1,000 - JPY 1,999",星期一
416,3.50,TiMi,https://tabelog.com/tw/tokyo/A1308/A130803/13147709/,"半藏門車站 / 麵包, 蛋糕, 咖啡店",- JPY 999,"JPY 1,000 - JPY 1,999","星期日, 節假日"
417,3.50,TOKYOチューリップローズ 西武池袋店,https://tabelog.com/tw/tokyo/A1305/A130501/13231802/,"池袋車站 / 西式甜點, 蛋糕","JPY 1,000 - JPY 1,999",-,-
418,3.50,ドルチェマリリッサ 表参道,https://tabelog.com/tw/tokyo/A1306/A130602/13250508/,"表參道車站 / 咖啡店, 蛋糕, 甜食","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
419,3.50,Charles-Henry,https://tabelog.com/tw/tokyo/A1303/A130303/13296486/,"代官山車站 / 蛋糕, 咖啡店","JPY 3,000 - JPY 3,999","JPY 2,000 - JPY 2,999",星期二
420,3.50,SO TARTE 表参道店,https://tabelog.com/tw/tokyo/A1306/A130602/13286159/,表參道車站 / 蛋糕,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
421,3.50,Ond,https://tabelog.com/tw/tokyo/A1320/A132003/13212935/,"武藏境車站 / 咖啡店, 蛋糕, 啤酒酒吧","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期三
422,3.50,ル　パティシエ　ティ　イイムラ,https://tabelog.com/tw/tokyo/A1312/A131203/13055402/,"京成曳舟車站 / 蛋糕, 麵包, 咖啡店",- JPY 999,"JPY 1,000 - JPY 1,999",星期一
423,3.50,パティスリー ココアンジュ,https://tabelog.com/tw/tokyo/A1307/A130701/13162259/,"六本木車站 / 蛋糕, 咖啡店, 甜食",- JPY 999,- JPY 999,-
424,3.50,patisserie KOZU,https://tabelog.com/tw/tokyo/A1318/A131802/13166034/,"下北澤車站 / 蛋糕, 咖啡店",- JPY 999,- JPY 999,星期二
425,3.50,こがさかベイク,https://tabelog.com/tw/tokyo/A1327/A132701/13173058/,"成瀨車站 / 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
426,3.50,テラ セゾン グランスタ店,https://tabelog.com/tw/tokyo/A1302/A130201/13044649/,"東京車站 / 甜食, 蛋糕",- JPY 999,-,-
427,3.50,フードブティック・ポピンズ,https://tabelog.com/tw/tokyo/A1304/A130401/13027443/,"都廳前車站 / 蛋糕, 麵包","JPY 1,000 - JPY 1,999",-,-
428,3.50,パティスリー パブロフ,https://tabelog.com/tw/tokyo/A1308/A130802/13247937/,"虎之門Hills車站 / 蛋糕, 咖啡店",-,"JPY 1,000 - JPY 1,999",-
429,3.50,エニスモアガーデン,https://tabelog.com/tw/tokyo/A1303/A130303/13036164/,代官山車站 / 蛋糕,-,-,-
430,3.50,オー・プティ・グルマン,https://tabelog.com/tw/tokyo/A1327/A132701/13030404/,"成瀨車站 / 蛋糕, 麵包",-,-,"星期一, 星期二"
431,3.50,teal  日本橋三越本店,https://tabelog.com/tw/tokyo/A1302/A130202/13286246/,"三越前車站 / 西式甜點, 蛋糕",-,-,-
432,3.50,COFFEE & ROASTER 2-3,https://tabelog.com/tw/tokyo/A1318/A131809/13058069/,"下高井戶車站 / 咖啡館, 咖啡店, 蛋糕",-,"JPY 1,000 - JPY 1,999",星期一
433,3.50,パティスリー ミニマル 祖師ヶ谷大蔵,https://tabelog.com/tw/tokyo/A1318/A131814/13289072/,"祖師谷大藏車站 / 蛋糕, 西式甜點, 巧克力","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999","星期一, 星期二"
434,3.50,ショコラティエ タカ,https://tabelog.com/tw/tokyo/A1317/A131701/13238344/,"中目黑車站 / 巧克力, 蛋糕",- JPY 999,- JPY 999,星期三
435,3.50,L’Artisan Moderne,https://tabelog.com/tw/tokyo/A1316/A131601/13298172/,"武藏小山車站 / 西式甜點, 蛋糕",-,"JPY 1,000 - JPY 1,999","星期二, 星期三, 星期四"
436,3.50,Rikyu,https://tabelog.com/tw/tokyo/A1317/A131703/13112973/,"自由丘車站 / 蛋糕, 甜食",- JPY 999,- JPY 999,"星期一, 星期二, 星期三, 星期四"
437,3.49,Huit,https://tabelog.com/tw/tokyo/A1317/A131701/13018861/,"中目黑車站 / 法式小酒館, 蛋糕, 咖啡店","JPY 4,000 - JPY 4,999","JPY 1,000 - JPY 1,999",-
438,3.49,FRAMES,https://tabelog.com/tw/tokyo/A1317/A131701/13025901/,"中目黑車站 / 咖啡店, 蛋糕, 義大利料理","JPY 3,000 - JPY 3,999","JPY 1,000 - JPY 1,999",-
439,3.49,ル・ブラン 新宿店,https://tabelog.com/tw/tokyo/A1304/A130401/13033006/,"新宿三丁目車站 / 義大利料理, 咖啡店, 蛋糕","JPY 3,000 - JPY 3,999","JPY 1,000 - JPY 1,999",-
440,3.49,HAUTE COUTURE・CAFE,https://tabelog.com/tw/tokyo/A1317/A131701/13256028/,"中目黑車站 / 咖啡店, 蛋糕","JPY 6,000 - JPY 7,999","JPY 6,000 - JPY 7,999",-
441,3.49,CITRON,https://tabelog.com/tw/tokyo/A1306/A130603/13183968/,"外苑前車站 / 法式料理, 咖啡店, 蛋糕","JPY 2,000 - JPY 2,999","JPY 1,000 - JPY 1,999",-
442,3.49,HAUTE COUTURE CAFE OMOTESANDO,https://tabelog.com/tw/tokyo/A1306/A130602/13285588/,"表參道車站 / 咖啡店, 蛋糕, 創作料理","JPY 6,000 - JPY 7,999","JPY 6,000 - JPY 7,999",-
443,3.49,& OIMO TOKYO CAFE 中目黒店,https://tabelog.com/tw/tokyo/A1317/A131701/13260371/,"中目黑車站 / 咖啡店, 甜食, 蛋糕","JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999",-
444,3.49,こがさかベイクカフェ,https://tabelog.com/tw/tokyo/A1327/A132701/13123666/,"町田車站 / 咖啡店, 咖啡館, 蛋糕","JPY 2,000 - JPY 2,999","JPY 1,000 - JPY 1,999",-
445,3.49,サロン・ド・テ ロンド,https://tabelog.com/tw/tokyo/A1307/A130701/13035826/,"乃木坂車站 / 咖啡店, 三明治, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",星期二
446,3.49,CoffeeLounge Lemon,https://tabelog.com/tw/tokyo/A1304/A130401/13089601/,"新宿三丁目車站 / 咖啡店, 蛋糕","JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999",星期三
447,3.49,パークストア,https://tabelog.com/tw/tokyo/A1317/A131706/13255265/,"三軒茶屋車站 / 蛋糕, 甜甜圈",- JPY 999,- JPY 999,-
448,3.49,ピーエスコーヒー,https://tabelog.com/tw/tokyo/A1317/A131702/13252916/,"學藝大學車站 / 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
449,3.49,ROYAL CRYSTAL COFFEE 自由が丘店,https://tabelog.com/tw/tokyo/A1317/A131703/13260941/,"自由丘車站 / 咖啡店, 甜食, 蛋糕","JPY 2,000 - JPY 2,999","JPY 1,000 - JPY 1,999",-
450,3.49,マーサービス 渋谷,https://tabelog.com/tw/tokyo/A1303/A130301/13259543/,澀谷車站 / 蛋糕,- JPY 999,- JPY 999,-
451,3.49,anea cafe 白金店,https://tabelog.com/tw/tokyo/A1316/A131602/13217302/,"白金台車站 / 咖啡店, 牛排, 蛋糕","JPY 3,000 - JPY 3,999","JPY 1,000 - JPY 1,999",-
452,3.49,Cafe&Deli COOK,https://tabelog.com/tw/tokyo/A1323/A132301/13160774/,"駒込車站 / 咖啡店, 義大利麵, 蛋糕",- JPY 999,- JPY 999,星期日
453,3.49,マーキュリー,https://tabelog.com/tw/tokyo/A1302/A130201/13011348/,"竹橋車站 / 酒館, 咖啡店, 蛋糕","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999",-
454,3.49,東京いちごカフェ,https://tabelog.com/tw/tokyo/A1326/A132602/13263467/,"分倍河原車站 / 咖啡店, 蛋糕",- JPY 999,- JPY 999,星期二
455,3.48,パティスリー&カフェ デリーモ 東京ミッドタウン日比谷店,https://tabelog.com/tw/tokyo/A1301/A130102/13217479/,"日比谷車站 / 咖啡店, 蛋糕, 鬆餅","JPY 2,000 - JPY 2,999","JPY 1,000 - JPY 1,999",-
456,3.48,シースケープ テラス・ダイニング,https://tabelog.com/tw/tokyo/A1313/A131306/13203497/,"台場車站 / 西式自助餐, 蛋糕, 咖啡店","JPY 8,000 - JPY 9,999","JPY 6,000 - JPY 7,999",-
457,3.48,カフェ・オハナ,https://tabelog.com/tw/tokyo/A1301/A130101/13022392/,"銀座車站 / 咖啡店, 蛋糕, 西式料理",- JPY 999,- JPY 999,-
458,3.48,オールデイダイニング セリーズ,https://tabelog.com/tw/tokyo/A1301/A130103/13158882/,"汐留車站 / 西式料理, 西式自助餐, 蛋糕","JPY 6,000 - JPY 7,999","JPY 4,000 - JPY 4,999",-
